nama_kue,deskripsi,sejarah_kue,cara_pembuatan,daerah_kue,gambar,link_sumber
Kamir,"Kamir, terkadang ditulis Khamir, (bahasa Jawa: ??) adalah makanan khas Pemalang asal negara Arab. Kue ini terbuat dari adonan terigu, mentega, dan telur, terkadang dicampur dengan bahan seperti pisang ambon atau tape. Kamir ada dua jenis, yaitu kamir beras dan kamir terigu. Dipasaran kota Pemalang lebih banyak kamir terigu karena yang tahan lama sedangkan kamir beras hanya berdasarkan pesanan. Beberapa orang menyebutnya dengan nama Samir.","Menurut cerita, orang pertama yang membuat kue kamir adalah seorang warga Arab yang tinggal di Kelurahan Mulyoharjo, yang dikenal juga dengan sebutan Kampung Arab. Nama kamir itu sendiri tidak jelas berasal dari nama apa. Apakah berasal dari kata khamer (bahasa Arab) yang berarti memabukan atau dari nama orang keturunan Arab itu sendiri. Tetapi yang mendekati kemungkinan adalah nama Kamir berasal dari kata Khamir yang dalam bahasa Arab berarti ragi, dalam proses pembuatan kue kamir ini sebelum dimasak, terlebih dahulu didiamkan semalam agar bisa mengembang dengan sempurna dan tejadinya proses fermentasi.Kocok telur kemudian masukkan gula pasir, soda kue, ragi instan, vanili bubuk dan tape singkong. Tambahkan tepung terigu sedikit demi sedikit aduk sampai tercampur rata menggunakan tangan.Setelah adonan merata baru kemudian tambahkan air sedikit demi sedikit sambil diaduk sampai mendapatkan adonan kue kamir dengan ke kentalan yang pas. Jangan terlalu encer agar tidak luber dan jangan terlalu pekat agar tidak bantat. Pukul pukul adonan agar udara yang terperangkap dapat keluar. Tutup adonan kamir dengan kain bersih lalu biarkan semalaman atau sekitar 10 jam. Setelah 10 jam siapkan cetakan kue kamir olesi dengan margarin lalu tuangkan satu sendok sayur adonan kue kamir ke dalam cetakan. Panggang dengan api yang kecil, saat bagian bawah mengeras dan mengeluarkan gelembung balik kue kamir dengan spatula atu sendok. Agar kamir tebal adonan jangan di tekan namun biarkan saja sampai kue kamir matang dengan sendirinya. Angkat, lakukan proses pemanggangan sampai adonan habis.", kg tepung terigu 2 butir telur 1 sdt ragi instan 40 ons gula pasir 250 cc air Garam secukupnya 1 sdt soda kue  sdt vanili bubuk  ons tape singkong (buang seratnya),Pemalang asal negara Arab,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Kamir_Arab_kecil.jpg/500px-Kamir_Arab_kecil.jpg,https://id.wikipedia.org/wiki/Kamir
Kaoya dudul,"Kaoya dudul atau kaoya lontar atau juga kue koyah adalah penganan khas dari daerah kabupaten Rembang, Jawa Tengah yang terbuat dari tepung beras ketan, kacang hijau dan gula aren. Kaoya dudul dikenali dari bentuknya yang berupa bunga dan dibungkus menggunakan daun lontar. Selain itu, cara memakan kue ini haruslah ndudul alias menekan salah satu sisinya. Penggunaan daun lontar pada kue ini membuat aroma sendiri. Sebelum digunakan untuk membungkus, daun lontar dilayukan terlebih dahulu. Setelah itu dipotong dengan ukuran tertentu dan disayat hingga duri halusnya terbuang. Setelah itu, daun lontar dibentuk menyerupai daun semanggi dengan enam ruas. Dalam hal ini diperlukan ketelitian dan kesabaran dalam membentuk ruas daun semanggi yang sama besarnya. Pembuat kue kaoya dudul paling banyak ditemukan di desa Sendangmulyo, kecamatan Gunem dan sering disajikan saat acara nikahan sebagai hidangan untuk tamu. Para pembuat kue kaoya dudul juga mulai berkreasi dengan mengganti tepung beras ketan dengan tepung dari kacang hijau.","Kaoya Dudul merupakan kue tradisional khas Bugis-Makassar yang diwariskan secara turun-temurun. Kata kaoya berarti kacang hijau, sementara dudul berarti adonan manis yang lengket seperti dodol. Kue ini mencerminkan gaya kuliner Bugis yang gemar menggunakan kacang, kelapa, dan gula merah. Biasanya disajikan dalam acara adat seperti pesta pernikahan atau syukuran panen.","Bahan yang digunakan dalam pembuatan kaoya dudul adalah beras ketan dan kacang hijau yang harus disangrai dan digiling hingga halus. Campuran tepung tersebut kemudian ditambahkan gula putih dan gula aren. Saat mencampur adonan dengan gula jawa, adonan haruslah diremas terus menerus dengan tangan hingga pulen. Adapun prroses mengadon lebih baik dilakukan pada malam hari karena suhu yang lebih dingin akan membantu membuat adonan kue lebih cepat terbentuk.",Sulawesi Selatan,https://drive.google.com/uc?export=view&id=1Q8Yv-ibwho8_kFKQGgQgws7e2NwlPCCx,https://id.wikipedia.org/wiki/Kaoya_dudul
Kue karas,"Kue karas merupakan salah satu camilan khas masyarakat Indonesia. Kue ini terbuat dari tepung, telur, gula, dan juga santan yang menciptakan cita rasa manis, gurih, dan lezat. Kue karas biasanya dibuat menyerupai sarang burung dengan bentuk lembing seperti bulan ataupun dibentuk gulungan memanjang yang kemudian digoreng. Dikarenakan bentuknya yang mirip dengan benang-benang halus, kue ini kadang disebut juga dengan nama kue sarang burung. Kue karas dikenal masyarakat Aceh sebagai keukarah. Dalam budaya masyarakat Aceh, kue karas mendapatkan tempat istimewa karena kue ini merupakan makanan wajib yang selalu ada saat lebaran dan sering dijadikan sebagai makanan hantaran saat pesta perkawinan. Masyarakat Minang di Sumatera Barat menyebut kue ini dengan nama kareh-kareh. Sedangkan orang Melayu di Sumatra menyebutnya sebagai kue karas.","Kue Karas merupakan jajanan tradisional khas masyarakat Kutai. Nama karas diambil dari teksturnya yang keras namun renyah. Kue ini biasanya disajikan pada acara adat, terutama dalam perayaan kelahiran atau pesta rakyat. Bentuknya yang seperti pita melambangkan ikatan kekeluargaan dan kebersamaan.","Tepung beras dicampur dengan air, gula, dan sedikit garam hingga menjadi adonan encer. Adonan digoreng dengan cetakan khusus hingga mengembang dan kering. Kue ini ringan dan manis dengan tekstur rapuh.",Kalimantan Timur,https://drive.google.com/uc?export=view&id=10G7A735jSa15fmbliNOms49XJykbfQj2,https://id.wikipedia.org/wiki/Kue_karas
Katerisallang,"Katerisallang atau katirisallang atau katirisala adalah kue tradisional khas Bugis-Makassar yang terbuat dari beras ketan (putih atau hitam) dan santan. Kue ini biasanya disajikan pada acara keluarga, pesta pernikahan, pengajian dll. Pada bulan Ramadan, kue ini dapat dengan mudah dijumpai di pasar-pasar takjil. Kue ini memiliki dua lapis yang terbuat dari bahan-bahan yang berbeda. Lapisan bawah atau dasarnya dibuat dari beras ketan dan santan, serta daun pandan. Sementara itu lapisan atasnya dibuat dari telur, santan, kelapa dan gula merah. Kue ini dibuat dengan cara dikukus.","Kue Katerisallang berasal dari wilayah pegunungan Toraja dan telah menjadi bagian penting dalam upacara adat masyarakat setempat. Kue ini sering dibuat untuk upacara syukuran dan pesta panen. Nama katerisallang dalam bahasa Toraja berarti persembahan yang suci, menggambarkan peran kue ini dalam ritual tradisional.","Terbuat dari campuran tepung ketan, kelapa parut, dan gula merah. Adonan dikukus dalam daun pisang hingga matang. Kue ini bertekstur lembut dan manis dengan aroma alami kelapa.",Bugis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Katerisallang_di_atas_piring.jpg/500px-Katerisallang_di_atas_piring.jpg,https://id.wikipedia.org/wiki/Katerisallang
Kayu jabuk,"Kayu jabuk adalah salah satu kue kering yang berasal dari Indonesia, Brunei Darussalam dan Malaysia. Sesuai dengan namanya, kue ini memiliki teksturnya renyah dan mudah jabuk atau rapuh. Kue kayu jabuk memiliki cita rasa manis dan gurih yang berasal dari taburan gula halus dan susu bubuk di permukaannya. Kue ini memiliki nama lain di Malaysia, yaitu kuih Tiram, kuih Lidah buaya, kerepek layang (Keripik Layang-layang), kuih kertas (Kue Kertas), kuih lidah kucing (Kue Lidah Kucing) dan kuih kapal terbang (Kue Pesawat).","Kayu Jabuk adalah kue tradisional khas masyarakat Melayu Sambas, Kalimantan Barat. Nama kayu jabuk berasal dari bentuknya yang menyerupai batang kayu kecil. Kue ini dulunya dibuat oleh masyarakat pedesaan sebagai bekal perjalanan karena tahan lama. Kue ini mencerminkan perpaduan antara tradisi Melayu dan pengaruh kuliner Tionghoa di Kalimantan Barat","Bahan utama untuk membuat kue Kayu jabuk adalah tepung terigu, telur, margarin dan tepung tapioka. Selanjutnya adonan ini diratakan dengan tongkat penggulung dan permukaannya diolesi minyak goreng dan margarin. Kemudian adonan pipih ini digulung menjadi tabung dan diiris melintang kecil-kecil, untuk digoreng dalam minyak panas. Selain itu juga diperlukan bahan tambahan untuk taburan di atas kuenya ketika sudah matang seperti susu bubuk, cokelat bubuk, kacang hijau, kayu manis, perasa ubi dan stroberi.",Kalimantan Barat,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Kuih_Tiram_Lidah_Buaya.jpg/500px-Kuih_Tiram_Lidah_Buaya.jpg,https://id.wikipedia.org/wiki/Kayu_jabuk
Keciput,"Keciput adalah makanan sejenis onde-onde kecil yang berasal dari Kudus, Jawa Tengah, dan sekitarnya. Keciput menjadi oleh-oleh khas dari Kudus.","Keciput adalah kue kering tradisional yang mirip onde-onde kecil, berasal dari daerah Jawa Tengah. Kue ini sudah dikenal sejak masa kerajaan Mataram dan sering dibuat menjelang Lebaran sebagai simbol keakraban. Nama keciput berasal dari bunyi khas saat biji wijen digigit.","Adonan tepung ketan, gula, dan telur diuleni hingga kalis, kemudian dibentuk bulat kecil dan digulingkan pada biji wijen. Setelah itu digoreng hingga mengembang. Kue ini renyah dan manis dengan aroma khas wijen.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Keciput_kudus_Pj_DSC_1116.jpg/500px-Keciput_kudus_Pj_DSC_1116.jpg,https://id.wikipedia.org/wiki/Keciput
Ketan inti,"Ketan inti (Ketan Unti) adalah kue khas Indonesia (khususnya pada masyarakat Banjar) yang terdiri dari nasi ketan yang diberi taburan inti/unti atau kelapa parut setengah tua yang dicampurkan dengan gula merah, daun pandan, air, garam, dan kayu manis. Di Kalimantan Selatan, kue ini sering digunakan dalam tradisi selametan seperti tasmiyah (pemberian nama bayi), batamat Al-Quran (tradisi khataman Al-Quran), dan lain-lain. dimana disajikan dengan telur ayam rebus atau telur itik rebus. Hal ini dikarenakan tekstur kue ini yang lengket menggambarkan harapan maupun doa seseorang akan suatu hubungan yang rukun, harmonis, damai dan tenteram, baik hubungan antara manusia dengan Tuhan maupun sesama manusia lainnya.","Ketan Inti merupakan makanan khas Minangkabau yang biasa disajikan pada acara adat seperti batagak penghulu atau pesta pernikahan. Kue ini menggambarkan filosofi inti atau isi hati yang bersih, melambangkan kejujuran dan ketulusan.","Ketan putih dikukus hingga matang, lalu diberi topping kelapa parut yang dimasak dengan gula merah hingga kering. Kue ini legit, manis, dan gurih, dengan tekstur ketan yang lembut.",Sumatera Barat,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Lakatan_Bahinti_001.jpg/500px-Lakatan_Bahinti_001.jpg,https://id.wikipedia.org/wiki/Ketan_inti
Ketan serundeng,"Ketan serundeng (Banjar: lakatan serundeng) adalah kue khas Indonesia (khususnya pada masyarakat Betawi dan Banjar) yang terdiri dari nasi ketan yang diberi taburan serundeng atau kelapa parut setengah tua yang dicampurkan dengan gula merah, daun jeruk, daun salam, dan asam jawa. Di Kalimantan Selatan, seperti hidangan nasi ketan pada umumnya, ketan serundeng sering digunakan dalam tradisi selametan atau acara lain.","Ketan Serundeng merupakan jajanan tradisional khas Sunda yang populer di daerah pedesaan. Ketan dalam budaya Sunda sering diartikan sebagai lambang persatuan, sedangkan serundeng melambangkan rasa syukur atas hasil bumi. Kue ini biasa disajikan pada acara syukuran dan hajatan.","Ketan putih dikukus hingga matang lalu disajikan dengan serundeng, yaitu parutan kelapa yang digoreng dengan bumbu ketumbar, bawang, dan gula merah. Rasanya gurih manis dan sangat khas.",Jawa Barat,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Lakatan_Serundeng_001.jpg/500px-Lakatan_Serundeng_001.jpg,https://id.wikipedia.org/wiki/Ketan_serundeng
Klepon,"Klepon dikenal pula sebagai onde-onde (di Luar Jawa) adalah sejenis kue atau makanan tradisional kukus yang dibuat dari tepung ketan yang dibulatkan, diisi gula merah, dan dibalurkan di atas kelapa parut hingga melekat. Makanan ini termasuk kelompok jajanan pasar ini dikenal tidak hanya di Indonesia, tetapi juga di negeri Jiran, seperti Malaysia, Singapura, Filipina, dan Brunei Darussalam.","Klepon sudah ada sejak 1950-an, diperkenalkan oleh indo-imigran dan tersedia di berbagai restoran Belanda, Tiongkok, dan Indonesia. Klepon berasal dari Jawa, tetapi dikenal pula secara meluas di wilayah-wilayah lain di Indonesia seperti Sumatra dan Sulawesi, serta di negeri jiran, Malaysia, Brunei Darussalam, dan Singapura. Menurut pendapat lain, klepon atau onde-onde merupakan penganan khas Bugis, yang sudah dikenal setidaknya sejak abad ke-14 dan selalu hadir dalam upacara-upacara adat yang penting di daerah itu. Penganan ini dianggap sebagai dessert atau kudapan pencuci mulut khas Asia Tenggara.","Kue ini terbuat dari tepung beras ketan yang diadon dengan tambahan pewarna hijau. Secara tradisional warna hijau pada penganan ini didapat melalui penggunaan daun pandan atau daun suji. Namun, dewasa ini penggunaan keduanya bisa dan biasa digantikan dengan menggunakan pewarna makanan sintetik. Penggunaan ekstrak daun pandan sebagai zat pewarna alami pada klepon memberikan rasa khas pandan dan warna hijau, yang disebut-sebut menggugah selera. Adonan klepon dibentuk seperti bola-bola kecil dan diberi isian berupa gula merah lalu direbus dalam air mendidih, atau dalam beberapa kasus, dikukus. Klepon yang sudah masak lalu dibaluri parutan kelapa tua. Kue tradisional ini mudah dijumpai terutama di bulan Ramadhan, karena disukai untuk menjadi menu berbuka puasa. Penganan ini di Jawa biasa dijajakan dengan getuk dan cenil (juga disebut cetil) sebagai camilan kapan pun.",Jawa,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Klepon_Khas_Tulungagung.jpg/500px-Klepon_Khas_Tulungagung.jpg,https://id.wikipedia.org/wiki/Klepon
Kolong Klitik,"Kolong klithik adalah kue camilan yang berasal dari kabupaten Pacitan, Jawa Timur dan terbuat dari singkong. Biasanya penduduk setempat menggunakan singkong jenis Pandesi ataupun Jinten untuk membuat adonan kue ini. Terdapat tiga daerah di kabupaten Pacitan yang mengembangkan kuliner camilan Kolong Klithik ini, yakni desa Cangkring dan desa Bodag di kecamatan Ngadirojo, serta desa Bubakan di kecamatan Tulakan. Industri pembuatan camilan kolong klithik di Bodag adalah jenis industri kecil dan mempekerjakan karyawan hingga 70 orangproduksi hingga 8 ton per bulan. Setiap kg kolong klithink dijual seharga Rp 13.000(harga tahun 2013) kepada para pengecer. Para pedagang biasanya membeli kolong klithik dalam jumlah banyak, lalu dikemas lagi dalam bungkus plastik dan siap untuk dijual ke warung-warung. Untuk di pacitan, kolong klithik bisa ditemukan di pasar tradisional dan tempat oleh oleh.","Kolong Klitik merupakan jajanan tradisional khas Jawa Timur yang banyak ditemukan di daerah pedesaan, terutama di wilayah Kediri dan sekitarnya. Nama kolong klitik berasal dari bunyi khas alat kayu tradisional yang digunakan untuk mengaduk adonan, serta bentuknya yang kecil dan bulat. Kue ini telah menjadi bagian dari budaya kuliner masyarakat Jawa sejak lama dan sering disajikan pada acara syukuran atau kenduri desa.","Tahapan pembuatan Kolong Klithik adalah sebagai berikut: Ubi kayu dikupas dan dicuci sampai bersih, kemudian hasil kupasan diselep atau diparut sampai halus, lalu parutan tersebut disatukan dan dibungkus sak plastik. Setelah dibungkus, kemudian di pres di tempat pengepresan. Ubi kayu yang telah selesai dipres, kemudian ditiriskan dan dikeringkan dengan cara dipanggang diatas pawonan, sampai hasil deblengan atau pengepresan benar- benar kering. Deblengan hasil pengepresan lalu dihancurkan kembali dengan mesin parut dan dijadikan bubur atau disebut matengan. Matengan lalu didinginkan dan dicampur dengan tepung agar kalis yang dinamakan gendonan. Gendonan kemudian dipotong-potong menjadi bagian kecil yang dipelintir menjadi memanjang disebut holog-holog. Holog-holog dibagi lagi kemudian dipotong-potong 10 cm dan disambung menjadi kolong klithik yang siap digoreng.","Pacitan, Jawa Timur",https://drive.google.com/uc?export=view&id=1J4UWhlMRHW9YK94j_I94EUQZcVuRhNqf,https://id.wikipedia.org/wiki/Kolong_Klitik
Koyabu,"Koyabu adalah salah satu kue basah tradisional yang berasal dari daerah Sulawesi Utara. Makanan ini terbuat dari beras ketan yang digiling dan dicampur dengan kelapa muda parut serta gula aren, kemudian dibungkus dengan daun pandan dan dikukus sehingga memiliki aroma yang khas. Sekilas, kue Koyabu mirip dengan kue iwel-iwel dari Jawa dan kue Awug, namun yang membedakan adalah daun pembungkusnya. Jika Iwel-iwel menggunakan daun pisang, maka kue Koyabu dibungkus menggunakan daun pandan dan dibentuk segitiga. Adapun daun pandan yang digunakan biasanya adalah daun pandan hutan. Saat ini kue Koyabu sudah mengalami modifikasi dalam hal isiaan di dalamnya, seperti mengganti gula aren dengan abon ikan, coklat atau keju. Kue Koyabu juga menyebar ke berbagai wilayah seperti ke Gorontalo dan Ambon","Koyabu adalah kue tradisional masyarakat Buton, Sulawesi Tenggara, yang memiliki makna penting dalam adat lokal. Kue ini sering dibuat untuk upacara keagamaan, pernikahan, dan syukuran panen. Koyabu merupakan simbol dari keikhlasan dan gotong royong, karena proses pembuatannya biasanya dilakukan bersama-sama oleh para ibu di kampung.","Tepung beras dan kelapa parut dicampur, lalu diberi sedikit garam dan gula. Adonan dibungkus daun pisang berbentuk segitiga dan dikukus hingga matang. Rasanya gurih dengan sedikit manis dan teksturnya lembut.",Sulawesi Utara,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Kue_Koyabu.jpg/500px-Kue_Koyabu.jpg,https://id.wikipedia.org/wiki/Koyabu
